UID          PID    PPID  C STIME TTY          TIME CMD
root        1071       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1072       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1073       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1074       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1075       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1076       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1077       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1078       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1079       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1080       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1081       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1082       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1137       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1138       1  0 02:01 ?        00:00:00 [python3] <defunct>
root        1139       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1140       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1141       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        1142       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1143       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1144       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        1145       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1146       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1147       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1148       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1149       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1150       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1151       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1152       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1153       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1154       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1155       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        1156       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        1157       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        1158       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        1159       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        1160       1  0 02:01 ?        00:00:04 [python3] <defunct>
root        1161       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        1162       1  0 02:01 ?        00:00:03 [python3] <defunct>
root        5433       1  2 03:20 ?        00:00:25 [python3] <defunct>
root        5574       1 15 03:22 ?        00:03:00 [VLLM::Worker_DP] <defunct>
root        5575       1 15 03:22 ?        00:03:04 [VLLM::Worker_DP] <defunct>
root        5630       1 16 03:22 ?        00:03:08 [VLLM::Worker_DP] <defunct>
root        5631       1 15 03:22 ?        00:03:00 [VLLM::Worker_DP] <defunct>
root        5925       1  1 03:23 ?        00:00:18 [python3] <defunct>
root        5926       1  1 03:23 ?        00:00:18 [python3] <defunct>
root        5927       1  1 03:23 ?        00:00:18 [python3] <defunct>
root        5928       1  1 03:23 ?        00:00:17 [python3] <defunct>
root        6076       1  0 03:23 ?        00:00:00 [python3] <defunct>
root        6079       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6080       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6081       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6082       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6083       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6084       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6085       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6086       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6087       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6088       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6089       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6090       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6091       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6092       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6093       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6094       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6095       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6150       1  0 03:23 ?        00:00:00 [python3] <defunct>
root        6171       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6175       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6176       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6179       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6182       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6183       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6185       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6188       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6190       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6214       1  0 03:23 ?        00:00:00 [python3] <defunct>
root        6215       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6216       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6217       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6218       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6219       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6220       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6221       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6222       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6223       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6266       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6269       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6271       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6273       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6275       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6277       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6279       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6281       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6286       1  0 03:23 ?        00:00:00 [python3] <defunct>
root        6287       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6288       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6289       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6290       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6291       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6292       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6293       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6294       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6295       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6296       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6297       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6298       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6299       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6300       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6301       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6302       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6303       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6304       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6305       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6306       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6307       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6308       1  0 03:23 ?        00:00:04 [python3] <defunct>
root        6309       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6310       1  0 03:23 ?        00:00:03 [python3] <defunct>
root        6311       1  0 03:23 ?        00:00:04 [python3] <defunct>
root       10269       1  3 03:28 ?        00:00:25 [python3] <defunct>
root       10410       1 20 03:29 ?        00:02:26 [VLLM::Worker_DP] <defunct>
root       10411       1 20 03:29 ?        00:02:27 [VLLM::Worker_DP] <defunct>
root       10460       1 22 03:30 ?        00:02:35 [VLLM::Worker_DP] <defunct>
root       10461       1 21 03:30 ?        00:02:29 [VLLM::Worker_DP] <defunct>
root       10756       1  2 03:30 ?        00:00:18 [python3] <defunct>
root       10757       1  2 03:30 ?        00:00:18 [python3] <defunct>
root       10758       1  2 03:30 ?        00:00:18 [python3] <defunct>
root       10759       1  2 03:30 ?        00:00:18 [python3] <defunct>
root       10908       1  0 03:31 ?        00:00:00 [python3] <defunct>
root       10963       1  0 03:31 ?        00:00:00 [python3] <defunct>
root       10971       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       10974       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       10977       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       10981       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       10984       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       10987       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       10990       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       10994       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       10997       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       11027       1  0 03:31 ?        00:00:00 [python3] <defunct>
root       11038       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11042       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11044       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       11046       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11048       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11050       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11053       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11057       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11059       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11091       1  0 03:31 ?        00:00:00 [python3] <defunct>
root       11092       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11093       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11094       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11095       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11096       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11097       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11098       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11099       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       11100       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11101       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       11102       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11103       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11104       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11105       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11106       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       11107       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11108       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11109       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11110       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11111       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11112       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11113       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11114       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11115       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11116       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11117       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11118       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11119       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11120       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11121       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11122       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11123       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11124       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11125       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11126       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11127       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       11128       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11129       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       11130       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11131       1  0 03:31 ?        00:00:03 [python3] <defunct>
root       11132       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11133       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11134       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11135       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11136       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11137       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11138       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11139       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11140       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       11141       1  0 03:31 ?        00:00:04 [python3] <defunct>
root       15056       1 13 03:38 ?        00:00:24 python3 -m vllm.entrypoints.openai.api_server --host 0.0.0.0 --port 8100 --model /root/.cache/modelscope/vllm-ascend/DeepSeek-V2-Lite-W8A8 --served-model-name vllm-ascend/DeepSeek-V2-Lite-W8A8 --quantization ascend --trust-remote-code --enforce-eager --distributed-executor-backend mp --data-parallel-size 2 --data-parallel-size-local 2 --data-parallel-backend mp --tensor-parallel-size 2 --pipeline-parallel-size 1 --prefill-context-parallel-size 1 --decode-context-parallel-size 1 --block-size 128 --enable-chunked-prefill --max-model-len 65536 --max-num-batched-tokens 1024 --max-num-seqs 16 --no-enable-prefix-caching --enable-logging-iteration-details --gpu-memory-utilization 0.90 --kv-transfer-config {"kv_connector":"AscendStoreConnector","kv_role":"kv_producer","kv_load_failure_policy":"fail","kv_connector_extra_config":{"backend":"mooncake","use_layerwise":true,"layerwise_prefetch_layers":1,"lookup_rpc_port":0}}
root       15094   15056  0 03:39 ?        00:00:00 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.resource_tracker import main;main(30)
root       15095   15056 11 03:39 ?        00:00:17 VLLM::DPCoordinator
root       15124   15056 18 03:39 ?        00:00:25 VLLM::EngineCore_DP0
root       15152   15056 21 03:39 ?        00:00:25 VLLM::EngineCore_DP1
root       15193   15152 50 03:40 ?        00:00:50 VLLM::Worker_DP1_TP0
root       15196   15124 51 03:40 ?        00:00:51 VLLM::Worker_DP0_TP0
root       15243   15152 62 03:40 ?        00:00:50 VLLM::Worker_DP1_TP1
root       15244   15124 64 03:40 ?        00:00:51 VLLM::Worker_DP0_TP1
root       15539   15244 41 03:41 ?        00:00:17 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=31, pipe_handle=92) --multiprocessing-fork
root       15540   15193 42 03:41 ?        00:00:17 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=31, pipe_handle=93) --multiprocessing-fork
root       15541   15196 43 03:41 ?        00:00:18 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=31, pipe_handle=106) --multiprocessing-fork
root       15542   15243 42 03:41 ?        00:00:18 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=31, pipe_handle=92) --multiprocessing-fork
root       15690   15244  0 03:41 ?        00:00:00 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15691   15690 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15692   15690 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15693   15690 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15694   15690 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15695   15690 16 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15696   15690 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15697   15690 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15698   15690 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15699   15690 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15755   15193  0 03:41 ?        00:00:00 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15756   15755 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15757   15755 18 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15758   15755 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15759   15755 19 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15760   15755 16 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15761   15755 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15762   15755 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15763   15755 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15764   15755 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15765   15690 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15766   15690 16 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15767   15690 14 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15768   15690 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15769   15690 16 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15770   15690 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15771   15690 17 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15772   15690 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15827   15196  0 03:41 ?        00:00:00 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15828   15755 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15829   15755 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15830   15755 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15831   15755 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15832   15755 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15833   15755 17 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15834   15755 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15835   15755 18 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(90, 92, [], **{})
root       15836   15827 17 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15837   15827 17 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15838   15827 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15839   15827 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15840   15827 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15841   15827 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15842   15827 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15843   15827 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15844   15827 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15899   15243  0 03:41 ?        00:00:00 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15900   15899 17 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15901   15899 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15902   15899 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15903   15899 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15904   15899 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15905   15899 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15906   15899 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15907   15899 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15908   15899 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15909   15827 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15910   15827 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15911   15827 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15912   15827 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15913   15827 15 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15914   15827 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15915   15827 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15916   15827 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(102, 105, [], **{})
root       15917   15899 18 03:41 ?        00:00:04 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15918   15899 17 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
root       15919   15899 16 03:41 ?        00:00:03 /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(89, 91, [], **{})
